EDA_mean,EDA_std,EDA_min,EDA_max,EDA_range,EDA_slope,EDA_skew,EDA_kurtosis,HR_mean,HR_std,HR_min,HR_max,HR_range,HR_slope,HR_skew,HR_kurtosis,Temp_mean,Temp_std,Temp_min,Temp_max,Temp_range,Temp_slope,Temp_skew,Temp_kurtosis,SpO2_mean,SpO2_std,SpO2_min,SpO2_max,SpO2_range,SpO2_slope,SpO2_skew,SpO2_kurtosis,Acc_magnitude_mean,Acc_magnitude_std,Acc_magnitude_min,Acc_magnitude_max,Acc_magnitude_range,Acc_magnitude_slope,Acc_magnitude_skew,Acc_magnitude_kurtosis,window_id
-0.7827140702971351,0.00035268424014198033,-0.7835026962326858,-0.7825563451100254,0.0009463511226603938,1.4526858167670595e-05,-1.7888543820023504,1.2000000000060087,0.3952623054733505,0.15784707462069544,0.24058066645265994,0.7634798827393696,0.5228992162867097,-0.014846108074025064,0.9018199731754928,-0.5711955853899138,-1.0458360200597947,0.09374183454818694,-1.1335234769815354,-0.9456217835778046,0.18790169340373086,0.008862104338507471,0.13363062095622272,-1.9821428571428557,0.3700698895443182,0.2892102922235028,0.03934526749611314,0.622976953463534,0.5836316859674209,0.005583128475327932,-0.2690691175985239,-1.9276018099547518,0.3659920837470911,0.06805331437515907,0.09908911961721008,0.46511815109755134,0.36602903148034127,-0.002320245707892812,-1.926402135087217,5.741444750355363,0
-0.7824010940434973,0.0004231528328646865,-0.7825563451100254,-0.7806821987690706,0.0018741463409547299,2.38564118644135e-05,2.799990507100883,7.202530524086429,-0.07314872371850782,0.3472457321421512,-0.47839815124092283,0.5019998557934385,0.9803980070343614,-0.03856120208078436,0.44577958834794734,-1.272987987740194,-0.7827893864548171,0.08647784436593763,-0.9456217835778046,-0.695110403388595,0.2505113801892096,0.008443264538078978,-0.474026285047397,-0.8506039415129658,0.2922523314153277,0.35924836224636514,-0.5442864184713242,0.622976953463534,1.1672633719348582,-0.0019476029565097086,-0.6028296922687831,-0.5743500657888294,0.34951560365761936,0.0395491757204119,0.26495686549145203,0.4072259146092301,0.14226904911777805,-0.0006769953625406069,0.07094622344435463,-0.44574280754126017,1
-0.7813112439270744,0.0006111318859502664,-0.7825563451100254,-0.7806821987690706,0.0018741463409547299,3.354098397617814e-05,-0.43843821098413194,-0.7566936156447674,-0.49798177633954893,0.1575485955793181,-0.7398173405817015,-0.21691812429499172,0.5228992162867098,-0.011996512545293858,0.3538127898399145,-1.1306288695490503,-0.5949058513129111,0.05963363640522402,-0.695110403388595,-0.44459902319938766,0.2505113801892073,0.005127262953816956,-0.5189273252574731,0.22837370242211597,0.38952427907656645,0.38713746362329493,0.03934526749611314,1.206608639430963,1.1672633719348497,-0.03427781203457164,0.6578429336242241,-0.6280991735536903,-0.38460321560794036,0.42507640257117285,-0.752792311448474,0.6046921694716711,1.3574844809201452,-0.033356070371345616,1.2756537846253007,-0.14014258939314317,2
-0.7809964120829999,0.0005608455372406385,-0.7825563451100254,-0.7806821987690706,0.0018741463409547299,3.7978714164742026e-07,-1.5919057106130188,1.3849029313853505,-0.38687405804933167,0.2125276425523723,-0.6090773271087359,-0.020838522888119625,0.5882388042206163,0.021810342352489506,0.7170101604259537,-1.097121218652909,-0.43207345418992726,0.05919352975261296,-0.5698547132939903,-0.19408764301018255,0.37576707028380774,0.0036503882986414138,2.1981517103175294,7.566495878814727,-0.21356179642310968,0.289210292223511,-0.5442864184713242,0.03934526749611314,0.5836316859674373,0.028694683559244434,-0.2690691175985251,-1.927601809954752,-0.5364133397194919,0.054382052248438374,-0.6273348532035768,-0.47772584729925793,0.14960900590431891,0.0024263643351279804,-0.6496989225519916,-1.4492762999780642,3
-0.7807137438064927,0.00016987522536474612,-0.7816285498917309,-0.7806821987690706,0.0009463511226602828,-6.316025290114543e-07,-5.199469468956077,25.034482758611166,-0.40430605984572704,0.17021046747510563,-0.5437377391748294,-0.08623894842717864,0.45749879074765076,-0.012969711210143398,1.008713497540857,-0.5702514507626777,-0.319343333104783,0.03234088011694086,-0.44459902319938766,-0.19408764301018255,0.2505113801892051,0.0014490090956439103,-1.9273919825739802e-13,12.000000000000004,-0.019017901100630594,0.1750895057902312,-0.5442864184713242,0.03934526749611314,0.5836316859674373,-0.010517055965152934,-2.6666666666666665,5.111111111111111,-0.5338214062363889,0.051656718663363244,-0.6033219319875976,-0.47294624440791505,0.1303756875796826,0.0014987862560080808,-0.3834530270662433,-1.7698988546024004,4
-0.7806821987690707,1.1102230246251565e-16,-0.7806821987690706,-0.7806821987690706,0.0,2.600759706290655e-17,,,-0.500163818444356,0.07609353165184454,-0.6090773271087359,-0.34765813776795723,0.2614191893407786,-0.0040139420239634314,0.16474904995792122,-0.7706796860368992,-0.20661321201964258,0.037576707028380105,-0.3193433331047829,-0.19408764301018255,0.12525569009460036,0.0018112613695548485,-2.6666666666666656,5.1111111111111125,-0.17465301735861385,0.28124884686543933,-0.5442864184713242,0.03934526749611314,0.5836316859674373,-0.012334818724562076,-0.5533715710928602,-1.6937799043062194,-0.5179839686560638,0.0434718567745905,-0.6033219319875976,-0.47772584729925793,0.12559608468833972,-0.0007542072846381905,-1.216881281438402,-0.3343059151408214,5
-0.7806821987690707,1.1102230246251565e-16,-0.7806821987690706,-0.7806821987690706,0.0,2.600759706290655e-17,,,-0.22565643231507862,0.16938401502215206,-0.47839815124092283,0.044501065045786915,0.5228992162867098,0.01209840030760508,0.0433793460648165,-1.1281204134506406,-0.11473845992019185,0.06849200526927005,-0.19408764301018255,0.056423737179026996,0.25051138018920954,0.004710790392861571,0.06927277493070864,-0.8646980271061495,-0.21356179642310968,0.289210292223511,-0.5442864184713242,0.03934526749611314,0.5836316859674373,0.028694683559244434,-0.2690691175985251,-1.927601809954752,-0.5168754837959091,0.04350753193770087,-0.6033219319875976,-0.47772584729925793,0.12559608468833972,0.00035429675153918476,-1.2124331759325218,-0.3676835523550226,6
-0.78054117389589,0.00042307461954225193,-0.7806821987690706,-0.7792719500372631,0.0014102487318075063,2.1020392665447868e-05,2.666666666667139,5.111111111112789,-0.341120123134223,0.06164941374724663,-0.41299772570186377,-0.21691812429499172,0.19607960140687206,0.005015698496793394,0.27680758457475624,-1.0374671758442349,-0.06044767815385422,0.031235199605928594,-0.06879563639191717,0.056423737179026996,0.12521937357094418,0.001560018892096303,3.4743961448615166,10.07142857142857,0.03934526749611315,6.938893903907228e-18,0.03934526749611314,0.03934526749611314,0.0,-7.510329274605159e-19,,,-0.4881371029804355,0.08729149951239655,-0.7032253846099079,-0.2386438163400079,0.46458156826990005,0.004374579596551067,0.17121215768441841,1.050636470602952,7
-0.78054117389589,0.000423074619542252,-0.7806821987690706,-0.7792719500372631,0.0014102487318075063,1.5686860198314322e-06,2.666666666667138,5.111111111112786,-0.10582257352580483,0.10146135958285778,-0.21691812429499172,0.1752410785187534,0.3921592028137451,-0.006673526620828639,0.827845674046332,0.32444873385505213,0.03972903125368973,0.05345622798470063,-0.06879563639191717,0.18167942727362954,0.2504750636655467,0.0039001845786060915,-0.7460410976361822,1.4962203222942234,0.03934526749611315,6.938893903907228e-18,0.03934526749611314,0.03934526749611314,0.0,-7.510329274605159e-19,,,-0.4134449116323422,0.05428544129225369,-0.5100854291477964,-0.32679710362994324,0.18328832551785318,2.990601746128432e-05,0.33825644725890225,-1.376489637201377,8
-0.7803061324405888,0.0006236354539306719,-0.7806821987690706,-0.7792719500372631,0.0014102487318075063,4.392320855485204e-06,1.055289706022849,-0.886363636362685,-0.3106283154317334,0.057671834189250135,-0.41299772570186377,-0.21691812429499172,0.19607960140687206,-0.0008293133299490931,-0.7840853265415848,-0.4960657593267328,0.07312449585830734,0.042578747198727264,0.056423737179026996,0.18167942727362954,0.12525569009460255,0.0018391269290864885,2.1572774865200235,2.6538461538461515,0.03934526749611315,6.938893903907228e-18,0.03934526749611314,0.03934526749611314,0.0,-7.510329274605159e-19,,,-0.4504900769149152,0.0437328303681525,-0.529644071446005,-0.4010753000375733,0.1285687714084317,-0.0006003001589713166,-0.6473456835451797,-1.2657158967169742,9
